"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,713","2,860","3,216,305","800,757","4,016,581 ",Europe,,,337,2022-05-11
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,869",232,"3,693,367","34,872","105,912,541 ",Africa,,,461,2022-05-11
Taiwan,"505,455","+57,216",951 ,+8,"39,254",,"465,250",,"21,152", 40,"15,584,088","652,144","23,896,703 ",Asia,"2,394",0.3,"19,469",2022-05-11
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,247",913,"2,477,219","351,651","7,044,535 ",Africa,,,639,2022-05-11
Cyprus,"477,711",,"1,032  ",,"124,370",,"352,309",60,"390,396",843,"9,477,138","7,744,936","1,223,656 ",Asia,,,"287,915",2022-05-11
Ethiopia,"470,833",+35,"7,510 ",,"455,746",+3,"7,577",4,"3,916",62,"4,823,795","40,117","120,241,699 ",Africa,0.3,, 63,2022-05-11
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,177",645,"4,030,048","1,193,675","3,376,168 ",Asia,,,"45,747",2022-05-11
Honduras,"424,376",,"10,896 ",,"132,358",,"281,122",105,"41,619","1,069","1,364,273"," 133,796","10,196,667 ",North America,,,"27,570",2022-05-11
Armenia,"422,896",,"8,623 ",,"412,048",,"2,225",,"142,221","2,900","3,068,217","1,031,850","2,973,512 ",Asia,,,748,2022-05-11
Réunion,"405,980",,762 ,,"395,430",,"9,788",10,"447,529",840,"1,603,660","1,767,781","907,160 ",Africa,,,"10,790",2022-05-11
Oman,"389,344",+19,"4,259 ",,"384,525",+9,560,3,"72,811",796,"25,000,000","4,675,220","5,347,342 ",Asia,4,,105,2022-05-11
Bosnia and Herzegovina,"377,432",+47,"15,775 ",+2,,,,,"116,384","4,864","1,765,936","544,540","3,242,989 ",Europe,14,0.6,"52,248",2022-05-11
Qatar,"365,657",+162,677 ,,"364,059",+85,921,2,"130,229",241,"3,474,465"," 1,237,431","2,807,805 ",Asia,58,,328,2022-05-11
Kenya,"323,939",+18,"5,649 ",,"318,110",+13,180,,"5,788",101,"3,623,557","64,745","55,966,822 ",Africa,0.3,,3,2022-05-11
Zambia,"320,303",+77,"3,983 ",,"315,792",+23,528,1,"16,563",206,"3,446,017","178,198","19,338,144 ",Africa,4,,27,2022-05-11
North Macedonia,"310,506",+93,"9,287 ",,"300,617",+85,602,,"149,051","4,458","2,033,385","976,080","2,083,215 ",Europe,45,,289,2022-05-11
Botswana,"306,324",,"2,690 ",,"303,026",,608,1,"125,561","1,103","2,026,898","830,816","2,439,647 ",Africa,,,249,2022-05-11
Albania,"275,440",+24,"3,497 ",,"271,757",+47,186,2,"95,906","1,218","1,814,993","631,968","2,871,971 ",Europe,8,,65,2022-05-11
Algeria,"265,806",+2,"6,875 ",,"178,368",+2,"80,563",6,"5,865",152,"230,861","5,094","45,319,019 ",Africa,0.04,,"1,778",2022-05-11
Nigeria,"255,802",,"3,143 ",,"249,936",,"2,723",11,"1,186",15,"5,114,703","23,722","215,609,418 ",Africa,,,13,2022-05-11
Zimbabwe,"248,642",,"5,481 ",,"242,198",,963,12,"16,289",359,"2,278,641","149,281","15,264,075 ",Africa,,,63,2022-05-11
Luxembourg,"242,700",+506,"1,071 ",,"234,548","+2,730","7,081",,"376,361","1,661","4,243,873","6,581,087","644,859 ",Europe,785,,"10,981",2022-05-11
Uzbekistan,"238,747",+4,"1,637 ",,"236,862",+5,248,23,"6,947",48,"1,377,915","40,092"," 34,368,538 ",Asia,0.1,,7,2022-05-11
Montenegro,"236,006",+61,"2,718 ",+1,"232,645",+81,643,6,"375,678","4,327","2,462,510","3,919,865","628,213 ",Europe,97,2,"1,024",2022-05-11
Mozambique,"225,451",+11,"2,201 ",,"223,186",+6,64,13,"6,857",67,"1,318,072","40,089","32,878,321 ",Africa,0.3,,2,2022-05-11
Laos,"208,969",+121,752 ,,"7,660",,"200,557",,"27,970",101,"1,232,128","164,915","7,471,304 ",Asia,16,,"26,844",2022-05-11
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,893",445,"1,907,195","283,650","6,723,755 ",Asia,,,237,2022-05-11
Iceland,"186,179",+90,120 ,+1,,,,,"539,102",347,"2,264,004","6,555,680","345,350 ",Europe,261,3,"319,600",2022-05-11
Maldives,"179,483",,298 ,,"163,687",,"15,498",25,"321,542",534,"2,213,831","3,966,060","558,194 ",Asia,,,"27,765",2022-05-11
Afghanistan,"179,131",+44,"7,686 ",," 162,077",+25,"9,368","1,124","4,417",190,"948,623","23,392","40,553,432 ",Asia,1,,231,2022-05-11
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,389",74,"2,612,795","53,963","48,417,925 ",Africa,,,"1,245",2022-05-11
El Salvador,"162,089",,"4,129 ",,"150,662",,"7,298",8,"24,758",631,"1,950,448","297,920","6,546,890 ",North America,,,"1,115",2022-05-11
Ghana,"161,271",,"1,445 ",,"159,774",,52,1,"4,997",45,"2,441,751","75,654","32,275,290 ",Africa,,,2,2022-05-11
Namibia,"159,503",+192,"4,028 ",,"153,662",,"1,813",,"60,735","1,534","1,015,142","386,542","2,626,212 ",Africa,73,,690,2022-05-11
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,975","2,471","828,928","2,212,097","374,725 ",North America,,,"406,226",2022-05-11
Trinidad and Tobago,"152,964",+584,"3,863 ",+2,"140,228",+526,"8,873",18,"108,648","2,744","722,629","513,271","1,407,891 ",North America,415,1,"6,302",2022-05-11
Brunei ,"143,616",+244,219 ,,"142,061",+100,"1,336",,"322,554",492,"717,784","1,612,107","445,246 ",Asia,548,,"3,001",2022-05-11
Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,105","2,134","938,039","2,343,627","400,251 ",North America,,,"342,350",2022-05-11
Cambodia,"136,262",,"3,056 ",,"133,184",,22,,"7,946",178,"2,958,394","172,522","17,147,970 ",Asia,,,1,2022-05-11
Jamaica,"131,544",+110,"2,987 ",+5,"84,709", +108,"43,848",,"44,066","1,001","1,026,089","343,733","2,985,133 ",North America,37,2,"14,689",2022-05-11
Rwanda,"129,874",+16,"1,459 ",,"45,522",,"82,893",,"9,587",108,"5,322,748","392,901","13,547,316 ",Africa,1,,"6,119",2022-05-11
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,313",69,"1,751,774","63,080","27,770,620 ",Africa,,,2,2022-05-11
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,854",55,"1,499,795","43,146","34,760,858 ", Africa,,,4,2022-05-11
Malta,"93,149",+108,713 ,,"89,464",+191,"2,972",4,"209,926","1,607","1,899,855","4,281,624","443,723 ",Europe,243,,"6,698",2022-05-11
DRC,"87,023",,"1,337 ",,"50,930",,"34,756",,920,14,"846,704","8,950","94,607,318 ",Africa,,,367,2022-05-11
Senegal,"86,023",+4,"1,966 ",,"84,044",+4,13,,"4,898",112,"1,077,543","61,357","17,561,719 ",Africa,0.2,,0.7,2022-05-11
Malawi,"85,842",+17,"2,635 ",,"82,255",+173,952,67,"4,282",131,"577,429","28,805","20,046,146 ",Africa,0.8,,47,2022-05-11
Ivory Coast,"81,977",,799 ,,"81,164",,14,,"2,971",29,"1,508,044","54,661","27,588,977 ",Africa,,,0.5,2022-05-11
French Guiana,"80,859",,395 ,,"11,254",,"69,210",2,"258,310","1,262","627,211","2,003,671","313,031 ",South America,,,"221,096",2022-05-11
Suriname,"80,008",,"1,337 ",,"49,455",," 29,216",,"134,157","2,242","236,268","396,172","596,378 ",South America,,,"48,989",2022-05-11
Channel Islands,"75,075",,173 ,,"74,278",,624,,"424,551",978,"1,252,808","7,084,656","176,834 ",Europe,,,"3,529",2022-05-11
Barbados," 74,967",+513,430 ,,"70,254",+635,"4,283",,"260,278","1,493","664,507","2,307,100","288,027 ",North America,"1,781",,"14,870",2022-05-11
French Polynesia,"72,786",,648 ,,,,,7,"256,362","2,282",,,"283,919 ",Australia/Oceania,,,"136,088",2022-05-11
Eswatini,"71,480",+139,"1,402 ",,"69,373",+14,705,11,"60,451","1,186","1,020,084","862,696","1,182,437 ",Africa,118,,596,2022-05-11
Fiji,"64,725",,862 ,,"62,853",,"1,010",,"71,245",949,"508,406","559,617","908,490 ",Australia/Oceania,,,"1,112",2022-05-11
Madagascar,"64,236",,"1,393 ",,"59,370",,"3,473",14,"2,214",48,"430,995","14,857","29,010,437 ",Africa,,,120,2022-05-11
Guyana,"63,684",+56,"1,228 ",,"62,251",+7,205,,"80,248","1,547","606,817","764,648","793,590 ",South America,71,,258,2022-05-11
Sudan,"62,161",,"4,936 ",,,,,,"1,359",108,"562,941","12,306","45,746,964 ",Africa,,,369,2022-05-11
New Caledonia,"60,749",,312 ,,"60,231",,206,9,"209,056","1,074","98,964","340,566","290,587 ",Australia/Oceania,,,709,2022-05-11
Bhutan,"59,540",+10,21 ,,"59,333",+86,186,2,"75,620",27,"2,303,348","2,925,399","787,362 ",Asia,13,,236,2022-05-11
Mauritania,"58,787",+9,982 ,,"57,706",+1,99,,"12,056",201,"812,234","166,572","4,876,175 ",Africa,2,,20,2022-05-11
Belize,"57,787", +58,676 ,,"56,744",+12,367,6,"140,598","1,645","547,512","1,332,114","411,010 ",North America,141,,893,2022-05-11
