"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
South Africa,"3,899,841","+5,096","100,812 ",+41,"3,720,427","+6,630","78,602",192,"64,238","1,661","24,927,476","410,603","60,709,464 ",Africa,84,0.7,"1,295",2022-05-17
Canada,"3,829,357","+3,456","40,296 ",+31,"3,507,192","+4,187","281,869",370,"99,821","1,050","61,538,265","1,604,143","38,362,077 ",North America,90,0.8,"7,348",2022-05-17
Philippines,"3,687,997",+106,"60,452 ",,"3,625,062",,"2,483",480,"32,837",538,"29,892,259","266,151","112,313,210 ",Asia,0.9,,22,2022-05-17
Switzerland,"3,642,604","+1,318","13,934 ",+1,"3,562,426","+6,131","66,244",71,"415,197","1,588","20,991,820","2,392,724","8,773,190 ",Europe,150,0.1,"7,551",2022-05-17
Chile,"3,611,813","+2,475","57,733 ",+8,"3,472,533","+1,629","81,547",156,"185,950","2,972","37,737,644","1,942,876","19,423,603 ",South America,127,0.4,"4,198",2022-05-17
Peru,"3,573,220",+388,"213,058 ",+14,,,,214,"105,616","6,297","30,290,953","895,328","33,832,231 ",South America,11,0.4,"48,460",2022-05-17
Greece,"3,401,927","+6,286","29,599 ",+23,"3,319,180","+5,162"," 53,148",167,"329,398","2,866","81,422,970","7,883,939","10,327,702 ",Europe,609,2,"5,146",2022-05-17
Denmark,"2,977,944",+735,"6,296 ",+3,"2,962,008",+907,"9,640",13,"510,760","1,080","127,361,506","21,844,341","5,830,412 ",Europe,126,0.5,"1,653",2022-05-17
 Romania,"2,904,075",+681,"65,625 ",+13,,,,131,"152,867","3,454","22,965,124","1,208,859","18,997,356 ",Europe,36,0.7,"12,201",2022-05-17
Sweden,"2,506,131",+298,"18,908 ",,"2,478,036",,"9,187",9,"245,285","1,851","18,553,837","1,815,935","10,217,236  ",Europe,29,,899,2022-05-17
Iraq,"2,326,726",+149,"25,216 ",,"2,300,236",+132,"1,274",13,"55,513",602,"18,538,098","442,301","41,912,868 ",Asia,4,,30,2022-05-17
Serbia,"2,013,622",+382,"16,053 ",+3,"1,989,782", +759,"7,787",13,"232,213","1,851","9,616,050","1,108,932","8,671,455 ",Europe,44,0.3,898,2022-05-17
Bangladesh,"1,953,081",+32,"29,127 ",,"1,899,897",+258,"24,057","1,259","11,642",174,"14,060,535","83,812","167,763,080 ",Asia,0.2,,143,2022-05-17
Hungary,"1,909,948",,"46,343 ",,"1,821,435",,"42,170",29,"198,655","4,820","11,394,556","1,185,154","9,614,406 ",Europe,,,"4,386",2022-05-17
Slovakia,"1,787,404",+262,"20,062 ",+12,"1,762,557",+756,"4,785",30,"327,088","3,671","7,129,843","1,304,734"," 5,464,596 ",Europe,48,2,876,2022-05-17
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"163,017","1,352","16,670,254","1,604,006","10,392,886 ",Asia,,,118,2022-05-17
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,426","4,229","16,920,079","4,256,812","3,974,824 ",Asia,,,281,2022-05-17
Ireland,"1,551,043",+404,"7,211 ",+1,"1,504,177",+852,"39,655",26,"307,679","1,430","12,163,385","2,412,838","5,041,112 ",Europe,80,0.2,"7,866",2022-05-17
Pakistan,"1,529,403",+52,"30,378 ",+2,"1,494,141",,"4,884",108,"6,681",133,"28,379,616","123,969","228,925,744 ",Asia,0.2,0.01,21,2022-05-17
DPRK,"1,483,060","+269,510",56 ,+6,"819,090","+170,460","663,914",,"57,062",2,,,"25,990,454 ",Asia,"10,370",0.2,"25,545",2022-05-17
Norway,"1,430,173",+49,"3,061 ",,,,,20,"260,001",556,"11,002,430","2,000,204","5,500,654 ",Europe,9,,"243,273",2022-05-17
Kazakhstan,"1,305,654",+5,"13,661 ",,"1,291,824",+5,169,24,"68,012",712,"11,575,012","602,946","19,197,441 ",Asia,0.3,,9,2022-05-17
Singapore,"1,247,671","+2,664","1,367 ",+1,"1,173,215","+3,332","73,089",8,"210,168",230,"23,875,083","4,021,720","5,936,536 ",Asia,449,0.2,"12,312",2022-05-17
Hong Kong,"1,209,068",+328,"9,361 ",,,,,5,"158,860","1,230","44,972,952","5,909,000","7,610,924 ",Asia,43,,"155,891",2022-05-17
Morocco,"1,165,984",+135,"16,074 ",+2,"1,149,167",+72,743,293,"30,903",426," 11,237,010","297,826","37,730,117 ",Africa,4,0.05,20,2022-05-17
Bulgaria,"1,162,449",+457,"37,065 ",+6,"1,026,171","+5,436","99,213",50,"169,688","5,411","9,941,859","1,451,262","6,850,492 ",Europe,67,0.9,"14,483",2022-05-17
Croatia,"1,131,898",+406," 15,944 ",+2,"1,112,593",+472,"3,361",13,"278,940","3,929","4,843,564","1,193,627","4,057,855 ",Europe,100,0.5,828,2022-05-17
Cuba,"1,104,707",+46,"8,529 ",,"1,095,715",+110,463,23,"97,644",754,"12,920,253","1,142,004","11,313,666 ",North America,4,,41,2022-05-17
Lebanon,"1,098,124",+50,"10,411 ",+2,"1,085,202",+93,"2,511",186,"162,248","1,538","4,795,578","708,546","6,768,199 ",Asia,7,0.3,371,2022-05-17
Finland,"1,069,740",,"4,284 ",,,,,21," 192,509",771,"10,832,080","1,949,322","5,556,844 ",Europe,,,"183,460",2022-05-17
Lithuania,"1,060,903",+258,"9,127 ",,"1,033,639",+630,"18,137",10,"400,163","3,443","9,960,248","3,756,917","2,651,176 ",Europe,97,,"6,841",2022-05-17
New Zealand,"1,060,710"," +9,913",937 ,+8,"1,004,731","+9,260","55,042",,"212,053",187,"7,136,330","1,426,667","5,002,100 ",Australia/Oceania,"1,982",2,"11,004",2022-05-17
Tunisia,"1,041,789",+592,"28,628 ",+53,,,,29,"86,453","2,376","4,607,327","382,342","12,050,287 ",Africa,49,4,"-1,128.19",2022-05-17
Slovenia,"1,020,595",+749,"6,626 ",+1,"1,004,752",+463,"9,217",9,"490,795","3,186","2,658,816","1,278,601","2,079,473 ",Europe,360,0.5,"4,432",2022-05-17
Belarus,"982,867",,"6,978 ",,,,,,"104,079",739,"13,220,483","1,399,956","9,443,501 ",Europe,,,"5,014",2022-05-17
Nepal,"979,022",+18,"11,952 ",,"966,921",+8,149,,"32,506",397,"5,674,251","188,398","30,118,383 ",Asia,0.6,,5,2022-05-17
Bolivia,"906,333",+112,"21,943 ",,"864,180",+291,"20,210",220,"75,709","1,833","2,705,422","225,992","11,971,295 ",South America,9,,"1,688",2022-05-17
UAE,"903,084",+281,"2,302 ",,"886,802",+330,"13,980",,"89,288",228,"159,367,257","15,756,696","10,114,256 ",Asia,28,,"1,382",2022-05-17
Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,143","2,063","6,114,822","1,748,950","3,496,282 ",South America,,,827,2022-05-17
Taiwan,"895,785","+65,559","1,135 ",+38,"75,832","+8,885","818,818",,"37,484",47,"16,450,242","688,366","23,897,525 ",Asia,"2,743",2,"34,264",2022-05-17
Costa Rica,"877,533","+2,034","8,472 ",+6,"848,035","+1,280","21,026",38,"169,367","1,635","4,487,906","866,180","5,181,261 ",North America,393,1,"4,058",2022-05-17
Ecuador,"872,542",,"35,610 ",,,,,759,"48,087","1,963","2,470,170","136,136","18,144,892 ",South America,,,"21,662",2022-05-17
Guatemala,"853,280",+689,"17,842 ",+13,"833,241",+578,"2,197",5,"46,033",963,"4,566,381","246,348","18,536,297 ",North America,37,0.7,119,2022-05-17
Latvia,"826,342",+304,"5,804 ",+1,"817,333",+377,"3,205",6,"447,360","3,142","7,227,535","3,912,801","1,847,151 ",Europe,165,0.5,"1,735",2022-05-17
Panama,"814,152","+3,910","8,210 ",+4," 780,312","+2,405","25,630",16,"183,285","1,848","6,056,338","1,363,427","4,441,996 ",North America,880,0.9,"5,770",2022-05-17
Azerbaijan,"792,680",+42,"9,709 ",,"782,921",+52,50,,"76,882",942,"6,858,298","665,184","10,310,381 ",Asia,4,,5,2022-05-17
Saudi Arabia,"760,477",+621,"9,121 ",+3,"744,841",+514,"6,515",76,"21,225",255,"42,209,730","1,178,074","35,829,452 ",Asia,17,0.08,182,2022-05-17
Sri Lanka,"663,689",+11,"16,511 ",,"646,925",+2,253,,"30,753",765,"6,486,117","300,541","21,581,441 ",Asia,0.5,,12,2022-05-17
Paraguay,"649,929",,"18,881 ",,"624,673",,"6,375",2,"89,072","2,588","2,633,737","360,951","7,296,662 ",South America,,,874,2022-05-17
Kuwait,"632,074",,"2,555 ",,"629,114",,405,3,"144,017",582,"8,071,763","1,839,141","4,388,877 ",Asia,,,92,2022-05-17
Myanmar,"613,168",+24,"19,434 ",,"592,123",+24,"1,611",,"11,130",353,"8,100,568","147,034","55,093,113 ",Asia,0.4,,29,2022-05-17
Palestine,"582,246",,"5,355 ",,"576,764",,127,17,"109,373","1,006","3,078,533","578,291","5,323,502 ",Asia,,,24,2022-05-17
Dominican Republic,"580,661",,"4,377 ",,"575,748",,536,1,"52,540",396,"3,310,374","299,535"," 11,051,698 ",North America,,,48,2022-05-17
Bahrain,"578,848",+593,"1,479 ",,"571,982",+657,"5,387",4,"319,398",816,"9,795,020","5,404,719","1,812,309 ",Asia,327,,"2,972",2022-05-17
Estonia,"575,046","+1,126","2,561 ",+5,"516,588","+1,752","55,897",4,"432,949","1,928","3,357,306","2,527,700","1,328,206 ",Europe,848,4,"42,085",2022-05-17
Venezuela,"523,119",+60,"5,713 ",+1,"516,284",+37,"1,122",230,"18,495",202,"3,359,014","118,756","28,285,032 ",South America,2,0.04, 40,2022-05-17
Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,719","2,861","3,216,305","800,793","4,016,402 ",Europe,,,337,2022-05-17
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,867",232,"3,693,367"," 34,860","105,949,512 ",Africa,,,461,2022-05-17
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,229",913,"2,477,219","351,562","7,046,322 ",Africa,,,639,2022-05-17
Cyprus,"477,711",,"1,032 ",," 124,370",,"352,309",60,"390,343",843,"9,477,138","7,743,873","1,223,824 ",Asia,,,"287,876",2022-05-17
Ethiopia,"471,040",+49,"7,512 ",,"455,806",+48,"7,722",6,"3,916",62,"4,846,721","40,290","120,296,327 ",Africa,0.4,,64,2022-05-17
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,135",645,"4,030,048","1,193,318","3,377,178 ",Asia,,,"45,733",2022-05-17
Honduras,"424,447",,"10,896 ",,"132,401",,"281,150",105,"41,614","1,068","1,366,423","133,967","10,199,682 ",North America,,,"27,565",2022-05-17
Armenia,"422,917",,"8,623 ",,"412,071",,"2,223",,"142,223","2,900","3,078,174","1,035,161","2,973,618 ",Asia,,,748,2022-05-17
Réunion,"411,363","+5,383",770 ,+8,"403,795","+8,365","6,798",10,"453,401",849,"1,603,660","1,767,543","907,282 ",Africa,"5,933",9,"7,493",2022-05-17
Oman,"389,447",+20,"4,260 ",,"384,618",+13,569,3,"72,796",796,"25,000,000","4,673,042","5,349,834 ",Asia,4,,106,2022-05-17
Bosnia and Herzegovina,"377,606",+27,"15,783 ",+2,,,,,"116,452","4,867","1,769,493","545,702","3,242,601 ",Europe,8,0.6,"52,305",2022-05-17
Qatar,"366,477",+134,677 ,,"364,779",+166,"1,021",1,"130,521",241,"3,493,995","1,244,387","2,807,805 ",Asia,48,,364,2022-05-17
Kenya,"324,071",+25,"5,649 ",,"318,192",+22,230,,"5,788",101,"3,637,594","64,969","55,989,527 ",Africa,0.4,,4,2022-05-17
Zambia,"320,680",,"3,983 ",,"316,139",,558,1,"16,574",206,"3,454,966","178,569","19,348,029 ",Africa,,,29,2022-05-17
North Macedonia,"310,942",+83,"9,293 ",+2,"301,114",+79,535,,"149,261","4,461","2,038,710","978,637","2,083,214 ",Europe,40,1.0,257,2022-05-17
Botswana,"306,614",+290,"2,692 ",+2,"303,619",+593,303,1,"125,633","1,103","2,026,898","830,506","2,440,557 ",Africa,119,0.8,124,2022-05-17
Albania,"275,688",+67,"3,497 ",,"271,962",+105,229,2,"95,995","1,218","1,818,942","633,356","2,871,911 ",Europe,23,,80,2022-05-17
Algeria,"265,828",+5,"6,875 ",,"178,374",,"80,579",6,"5,864",152,"230,861","5,092","45,334,183 ",Africa,0.1,,"1,777",2022-05-17
Nigeria,"255,859",,"3,143 ",,"249,943",,"2,773",11,"1,186",15,"5,114,703","23,711","215,707,431 ",Africa,,,13,2022-05-17
Zimbabwe,"249,748",+317,"5,484 ",,"242,581",+44,"1,683",12,"16,357",359,"2,295,541","150,348","15,268,214 ",Africa,21,,110,2022-05-17
Luxembourg,"244,182",,"1,073 ",,"235,939",,"7,170",,"378,545","1,663","4,248,188","6,585,787","645,054 ",Europe,,,"11,115",2022-05-17
Uzbekistan,"238,824",+6,"1,637 ",,"237,019",+20,168,23,"6,947",48,"1,377,915","40,082"," 34,377,819 ",Asia,0.2,,5,2022-05-17
Montenegro,"236,414",+94,"2,719 ",,"233,102",+108,593,6,"376,327","4,328","2,466,906","3,926,850","628,215 ",Europe,150,,944,2022-05-17
Mozambique,"225,519",+16,"2,201 ",,"223,224",+7,94,13,"6,856",67,"1,320,827","40,153","32,895,133 ",Africa,0.5,,3,2022-05-17
Laos,"209,502",+68,754 ,,,,,,"28,033",101,"1,232,128","164,870","7,473,324 ",Asia,9,,"26,907",2022-05-17
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,884",445,"1,907,195","283,563","6,725,815 ",Asia,,,237,2022-05-17
Iceland,"186,817",+71,145 ,,,,,,"540,884",420,"2,264,004","6,554,883","345,392 ",Europe,206,,"321,336",2022-05-17
Maldives,"179,560",+77,298 ,,"163,687",,"15,575",25,"321,575",534,"2,213,831","3,964,767","558,376 ",Asia,138,,"27,893",2022-05-17
Afghanistan,"179,416",+88,"7,691 ",,"162,291",+35,"9,434","1,124","4,422",190,"952,654","23,482","40,570,241 ",Asia,2,,233,2022-05-17
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,387",74,"2,612,795","53,932","48,445,687 ",Africa,,,"1,244",2022-05-17
El Salvador,"162,089",,"4,130 ",,"150,662",,"7,297",8,"24,756",631,"1,950,448","297,891","6,547,515 ",North America,,,"1,114",2022-05-17
Ghana,"161,325",+15,"1,445 ",,"159,826",+9,54,1,"4,996",45,"2,445,003","75,725","32,287,720 ",Africa,0.5,,2,2022-05-17
Namibia,"160,438",+364,"4,030 ",+2,"153,662",,"2,746",,"61,071","1,534","1,020,772","388,556","2,627,094 ",Africa,139,0.8,"1,045",2022-05-17
Trinidad and Tobago,"155,893",+509,"3,881 ",+3,"142,770",+526,"9,242",18,"110,721","2,756","728,786","517,612","1,407,977 ",North America,362,2,"6,564",2022-05-17
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,980","2,471","828,928","2,212,126","374,720 ",North America,,,"406,231",2022-05-17
Brunei ,"145,221",+265,221 ,,"143,295",+235,"1,705",,"326,100",496,"717,784","1,611,817","445,326 ",Asia,595,,"3,829",2022-05-17
Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,104","2,134","938,039","2,343,621","400,252 ",North America,,,"342,349",2022-05-17
Cambodia,"136,262",,"3,056 ",,"133,197",,9,,"7,944",178,"2,962,730","172,730","17,152,397 ",Asia,,,0.5,2022-05-17
Jamaica,"133,103",+194,"3,011 ",,"85,394",+129,"44,698",,"44,585","1,009","1,043,340","349,483","2,985,379 ",North America,65,,"14,972",2022-05-17
Rwanda,"129,927",+9,"1,459 ",,"45,522",,"82,946",,"9,586",108,"5,358,487","395,359","13,553,476 ",Africa,0.7,,"6,120",2022-05-17
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,311",69,"1,751,774","63,051","27,783,297 ",Africa,,,2,2022-05-17
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,852",55,"1,499,795","43,122","34,780,503 ", Africa,,,4,2022-05-17
Malta,"93,682",+110,714 ,+1,"90,338",+156,"2,630",4,"211,116","1,609","1,907,478","4,298,581","443,746 ",Europe,248,2,"5,927",2022-05-17
DRC,"87,633",,"1,338 ",,"50,930",,"35,365",,926,14,"846,704","8,945","94,659,629 ",Africa,,,374,2022-05-17
Senegal,"86,051",+6,"1,966 ",,"84,064",+3,21,,"4,898",112,"1,083,099","61,644","17,570,187 ",Africa,0.3,,1,2022-05-17
Malawi,"85,895",+6,"2,637 ",,"82,712",+1,546,67,"4,283",131,"579,375","28,888","20,055,632 ",Africa,0.3,,27,2022-05-17
Ivory Coast,"82,008",,799 ,,"81,185",,24,,"2,971",29,"1,511,932","54,777","27,601,507 ",Africa,,,0.9,2022-05-17
French Guiana,"81,784",,397 ,,"11,254",,"70,133",1,"261,141","1,268","631,628","2,016,827","313,179 ",South America,,,"223,939",2022-05-17
Suriname,"80,240",+232,"1,339 ",+2,"49,466", +11,"29,435",,"134,523","2,245","236,652","396,748","596,479 ",South America,389,3,"49,348",2022-05-17
Barbados,"77,364",+469,434 ,,"72,495",+998,"4,435",,"268,593","1,507","673,670","2,338,856","288,034 ",North America,"1,628",,"15,397",2022-05-17
Channel Islands,"75,561",+286,174 ,+1,"74,803",+229,584,,"427,224",984,"1,252,808","7,083,414","176,865 ",Europe,"1,617",6,"3,302",2022-05-17
French Polynesia,"72,836",,649 ,,,,,7,"256,510","2,286",,,"283,950 ",Australia/Oceania,,,"136,246",2022-05-17
Eswatini,"71,867",+92,"1,403 ",,"69,805",+17,659,11,"60,767","1,186","1,022,459","864,537","1,182,667 ",Africa,78,,557,2022-05-17
Fiji,"64,816",+4,862 ,," 62,875",,"1,079",,"71,335",949,"520,560","572,917","908,614 ",Australia/Oceania,4,,"1,188",2022-05-17
Madagascar,"64,276",,"1,393 ",,"59,370",,"3,513",6,"2,215",48,"435,827","15,016","29,024,097 ",Africa,,,121,2022-05-17
Guyana,"63,926",+65,"1,228 ",,"62,334",+19,364,,"80,546","1,547","613,139","772,544","793,662 ",South America,82,,459,2022-05-17
Sudan,"62,195",,"4,936 ",,,,,,"1,359",108,"562,941","12,300","45,766,597 ",Africa,,,370,2022-05-17
New Caledonia,"61,062",,312 ,,"60,339",,411,9,"210,095","1,073","98,964","340,504","290,640 ",Australia/Oceania,,,"1,414",2022-05-17
Bhutan,"59,574",,21 ,,"59,509",,44,,"75,647",27,"2,303,734","2,925,287","787,524 ",Asia,,,56,2022-05-17
Mauritania,"58,909",+38,982 ,,"57,718",+4,209,,"12,075",201,"819,638","168,010","4,878,521 ",Africa,8,,43,2022-05-17
Belize,"58,135",+107,676 ,,"56,808",+26,651,6,"141,397","1,644","552,207","1,343,086","411,148 ",North America,260,,"1,583",2022-05-17
Cabo Verde,"56,127",+12,401 ,,"55,640",+24,86,23,"98,937",707,"400,982","706,827","567,299  ",Africa,21,,152,2022-05-17
Syria,"55,872",+1,"3,150 ",,"52,542",+19,180,,"3,054",172,"146,269","7,994","18,296,802 ",Asia,0.05,,10,2022-05-17
Gabon,"47,608",,304 ,,"47,297",,7,,"20,485",131,"1,594,523","686,086","2,324,087 ",Africa,,,3,2022-05-17
Papua New Guinea,"44,394",+118,651 ,,"43,722",+116,21,7,"4,792",70,"249,149","26,893","9,264,460 ",Australia/Oceania,13,,2,2022-05-17
 Seychelles,"43,235",,167 ,,"42,553",,515,,"434,575","1,679",,,"99,488 ",Africa,,,"5,177",2022-05-17
Curaçao,"43,017",,275 ,,"42,203",,539,3,"260,157","1,663","496,693","3,003,889","165,350 ",North America,,,"3,260",2022-05-17
Andorra,"42,156",,153 ,,"41,021",,982,14,"543,969","1,974","249,838","3,223,841","77,497 ",Europe,,,"12,671",2022-05-17
Burundi,"41,530",,38 ,,,,,,"3,308",3,"345,742","27,541","12,553,886 ",Africa,,,"3,244",2022-05-17
Mauritius,"37,901",+15,996 ,,"36,255",,650,,"29,709",781,"358,675","281,155","1,275,721 ",Africa,12,,510,2022-05-17
Mayotte,"37,523",,187 ,,"2,964",,"34,372",,"131,594",656,"176,919","620,459","285,142 ",Africa,,,"120,543",2022-05-17
Togo,"37,026",+3,273 ,,"36,734",+3,19,,"4,284",32,"736,471","85,219","8,642,092 ",Africa,0.3,,2,2022-05-17
Guinea,"36,597",,442 ,,"36,113",,42,8,"2,652",32,"660,107","47,834","13,799,838 ",Africa,,,3,2022-05-17
Aruba,"35,693",,213 ,,"35,199",,281,,"331,673","1,979","177,885","1,652,976","107,615 ",North America,,,"2,611",2022-05-17
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,920,125 ",Africa,,,546,2022-05-17
Faeroe Islands,"34,658",,28 ,,,,,5,"704,273",569,"778,000","15,809,473","49,211 ",Europe,,,"547,378",2022-05-17
Bahamas,"33,989",+32,801 ,,"32,526",+17,662,,"84,912","2,001","233,473","583,270","400,283 ",North America,80,,"1,654",2022-05-17
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,138",321,"431,221","198,348","2,174,063 ",Africa,,,"3,706",2022-05-17
Mali,"31,023",+9,734 ,,"30,116",+18,173,,"1,454",34,"676,767"," 31,709","21,343,014 ",Africa,0.4,,8,2022-05-17
Haiti,"30,725",,835 ,,"29,619",,271,,"2,634",72,"132,422","11,354","11,662,920 ",North America,,,23,2022-05-17
Isle of Man,"28,416",,105 ,,"26,794",,"1,517",,"330,896","1,223","150,753","1,755,473","85,876 ",Europe,,,"17,665",2022-05-17
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,517","12,717,823 ",Africa,,,101,2022-05-17
Somalia,"26,518",,"1,350 ",,"13,182",,"11,986",,"1,586",81,"400,466","23,946","16,723,508 ",Africa,,,717,2022-05-17
Saint Lucia,"24,514",+118,368 ,,"23,435",+88,711,1,"132,366","1,987","143,281","773,660","185,199 ",North America,637,,"3,839",2022-05-17
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,171",67,"347,815","60,254","5,772,438 ",Africa,,,609,2022-05-17
Cayman Islands,"23,578",,28 ,,"8,553",,"14,997",1,"351,030",417,"222,773","3,316,654","67,168 ",North America,,,"223,276",2022-05-17
