"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Canada,"3,845,946","+1,221","40,677 ",+13,"3,515,419","+1,746"," 289,850",370,"100,242","1,060","61,679,093","1,607,625","38,366,593 ",North America,32,0.3,"7,555",2022-05-22
Philippines,"3,688,750",+245,"60,455 ",,"3,626,038",+104,"2,257",480,"32,838",538,"29,991,597","266,988","112,333,137 ",Asia,2,,20,2022-05-22
Switzerland,"3,642,604",,"13,934 ",,"3,571,955","+5,435","56,715",71,"415,156","1,588","20,991,820","2,392,488","8,774,054 ",Europe,,,"6,464",2022-05-22
Chile,"3,636,993","+6,252","57,794 ",+12,"3,481,061","+3,294","98,138",143,"187,224","2,975","38,018,667","1,957,118","19,425,842 ",South America,322,0.6,"5,052",2022-05-22
Peru,"3,575,291",+415,"213,098 ",+12,,,,189,"105,657","6,297","30,420,760","898,998","33,838,508 ",South America,12,0.4,"48,511",2022-05-22
Greece,"3,417,613","+3,424","29,679 ",+21,"3,334,940","+2,803","52,994",156,"330,939","2,874","81,808,700","7,921,819","10,327,009 ",Europe,332,2,"5,132",2022-05-22
Denmark,"2,979,238",,"6,312 ",,"2,964,497",+807,"8,429",11,"510,958","1,083","127,377,418","21,846,028","5,830,690 ",Europe,,,"1,446",2022-05-22
Romania,"2,905,859",+320,"65,651 ",+4,,,,99,"152,975","3,456","23,055,391","1,213,722","18,995,613 ",Europe,17,0.2,"12,295",2022-05-22
Sweden,"2,506,607",,"18,908 ",,"2,478,858",,"8,841",7,"245,311","1,850","18,573,144","1,817,672","10,218,095 ",Europe,,,865,2022-05-22
DPRK,"2,460,640","+219,030",66 ,+1,"1,768,080","+281,350","692,494",,"94,669",3,,,"25,991,994 ",Asia,"8,427",0.04,"26,643",2022-05-22
Iraq,"2,327,192",+78,"25,216 ",,"2,300,754",+121,"1,222",8,"55,508",601,"18,554,061","442,551","41,925,228 ",Asia,2,,29,2022-05-22
Serbia,"2,014,900", +247,"16,063 ",+3,"1,991,034",,"7,803",8,"232,373","1,853","9,644,475","1,112,271","8,670,976 ",Europe,28,0.3,900,2022-05-22
Bangladesh,"1,953,204",+16,"29,128 ",+1,"1,900,747",+172,"23,329","1,259","11,641",174,"14,081,640","83,926","167,785,477 ",Asia,0.10,0.01,139,2022-05-22
Hungary,"1,914,697",,"46,446 ",,"1,830,803",,"37,448",21,"199,156","4,831","11,394,556","1,185,195","9,614,073 ",Europe,,,"3,895",2022-05-22
Slovakia,"1,788,334",+201,"20,077 ",+2,"1,764,824",+487,"3,433",30,"327,256","3,674","7,136,730","1,305,985","5,464,632 ",Europe,37,0.4,628,2022-05-22
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"162,995","1,352","16,670,254","1,603,793","10,394,269 ",Asia,,,118,2022-05-22
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,437","4,229","16,920,079","4,256,924","3,974,720 ",Asia,,,281,2022-05-22
Ireland,"1,551,835",,"7,244 ",,"1,521,332",,"23,259",22,"307,790","1,437","12,179,888","2,415,751","5,041,865 ",Europe,,,"4,613",2022-05-22
Pakistan,"1,529,709",+70,"30,379 ",,"1,494,141",,"5,189",71,"6,680",133,"28,445,899","124,226","228,984,435 ",Asia,0.3,,23,2022-05-22
Norway,"1,431,233",+107,"3,094 ",,,,,20,"260,166",562,"11,002,430","1,999,994","5,501,232 ",Europe,19,,"243,434",2022-05-22
Kazakhstan,"1,305,686",+3,"13,661 ",,"1,291,869",+8,156,24,"68,003",711,"11,575,012","602,849","19,200,508 ",Asia,0.2,,8,2022-05-22
Singapore,"1,266,808"," +3,775","1,374 ",,"1,184,525","+6,191","80,909",8,"213,369",231,"23,877,882","4,021,766","5,937,164 ",Asia,636,,"13,628",2022-05-22
Taiwan,"1,240,884","+84,626","1,343 ",+59,"131,666","+17,031","1,107,875",,"51,924",56,"17,038,272","712,955","23,898,113 ",Asia,"3,541",2,"46,358",2022-05-22
Hong Kong,"1,210,159",+228,"9,370 ",,,,,5,"158,986","1,231","44,972,952","5,908,356","7,611,754 ",Asia,30,,"156,016",2022-05-22
Morocco,"1,166,530",+153,"16,075 ",,"1,149,476",+77,979,293,"30,913",426,"11,237,010","297,779","37,736,092 ",Africa,4,,26,2022-05-22
Bulgaria,"1,163,317",+92,"37,090 ",+3,"1,042,582",+274,"83,645",47,"169,833","5,415","9,961,672","1,454,305","6,849,781 ",Europe,13,0.4,"12,211",2022-05-22
Croatia,"1,134,027",+462,"15,961 ",+7,"1,114,626",+571,"3,440",6,"279,488","3,934","4,856,461","1,196,906","4,057,511 ",Europe,114,2,848,2022-05-22
Cuba,"1,104,935",+44,"8,529 ",,"1,096,068",+82,338,23,"97,665",754,"12,920,253","1,142,014","11,313,572 ", North America,4,,30,2022-05-22
Lebanon,"1,098,503",+71,"10,417 ",+1,"1,085,682",+139,"2,404",186,"162,314","1,539","4,795,578","708,589","6,767,784 ",Asia,10,0.1,355,2022-05-22
New Zealand,"1,094,192","+6,726",997 ,+7,"1,036,860","+7,118","56,335",,"218,747",199,"7,153,172","1,430,034","5,002,100 ",Australia/Oceania,"1,345",1,"11,262",2022-05-22
Finland,"1,081,225",,"4,406 ",,,,,21,"194,571",793,"10,873,312","1,956,701","5,556,961 ",Europe,,,"185,500",2022-05-22
Lithuania,"1,061,511",+136,"9,134 ",+1,"1,035,076",+272,"17,301",12,"400,470","3,446","9,965,040","3,759,455","2,650,661 ",Europe,51,0.4,"6,527",2022-05-22
Tunisia,"1,041,789",,"28,628 ",,,,,29,"86,441","2,375","4,607,327","382,288","12,051,975 ",Africa,,,"-1,128.03",2022-05-22
Slovenia,"1,022,358",+389,"6,628 ",,"1,008,916",+753,"6,814",8,"491,642","3,187","2,661,624","1,279,949","2,079,477 ",Europe,187,,"3,277",2022-05-22
Belarus,"982,867",,"6,978 ",,,,,,"104,079",739,"13,220,483","1,399,962","9,443,459 ",Europe,,,"5,014",2022-05-22
Nepal,"979,062",+11,"11,952 ",,"966,962",+12,148,,"32,499",397,"5,683,806","188,671","30,125,552 ",Asia,0.4,,5,2022-05-22
Bolivia,"907,013",+270,"21,943 ",,"865,407",+336,"19,663",220,"75,752","1,833","2,705,422","225,951","11,973,471 ",South America,23,,"1,642",2022-05-22
UAE,"904,466",+373,"2,302 ",,"888,228",+304,"13,936",,"89,410",228,"160,327,915","15,849,119"," 10,115,888 ",Asia,37,,"1,378",2022-05-22
Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,131","2,063","6,114,822","1,748,868","3,496,446 ",South America,,,827,2022-05-22
Costa Rica,"877,533",,"8,472 ",,"848,035",,"21,026",38,"169,346","1,635","4,487,906","866,074","5,181,896 ",North America,,,"4,058",2022-05-22
Ecuador,"874,599",+512,"35,617 ",+1,,,,759,"48,191","1,963","2,470,170","136,108","18,148,554 ",South America,28,0.06,"21,770",2022-05-22
Guatemala,"856,376","+1,485","17,942 ",+50,"835,724","+1,196","2,710",5,"46,189",968,"4,585,934","247,342","18,540,831 ",North America,80,3,146,2022-05-22
Panama,"828,120","+3,203","8,221 ",+5,"790,766","+3,354","29,133",16,"186,391","1,850","6,122,086","1,377,941","4,442,924 ",North America,721,1,"6,557",2022-05-22
Latvia,"826,856",,"5,813 ",,"818,257",,"2,786",7,"447,707","3,147","7,235,935","3,917,949","1,846,868 ",Europe,,,"1,508",2022-05-22
Azerbaijan,"792,708",+1,"9,710 ",,"782,950",+5,48,,"76,875",942,"6,869,996","666,238","10,311,628 ",Asia,0.10,,5,2022-05-22
Saudi Arabia,"762,575",+411,"9,128 ",+1,"746,999",+474,"6,448",81,"21,279",255,"42,305,979","1,180,516","35,836,864 ",Asia,11,0.03,180,2022-05-22
Sri Lanka,"663,749",+8,"16,512 ",,"646,935",+2,302,,"30,754",765,"6,486,117","300,524","21,582,665 ",Asia,0.4,,14,2022-05-22
Paraguay,"650,283",,"18,885 ",,"624,673",,"6,725",4,"89,106","2,588","2,633,737","360,892","7,297,859 ",South America,,,922,2022-05-22
Kuwait,"632,474",,"2,555 ",,"629,392",,527,3,"144,080",582,"8,088,043","1,842,488","4,389,740 ",Asia,,,120,2022-05-22
Myanmar,"613,219",+16,"19,434 ",,"592,174",+8,"1,611",,"11,130",353,"8,132,624","147,603","55,098,088 ",Asia,0.3,,29,2022-05-22
Palestine,"582,246",,"5,355 ",,"576,764",,127,17,"109,339","1,006","3,078,533","578,115","5,325,126 ",Asia,,,24,2022-05-22
Dominican Republic,"581,153",+109,"4,377 ",,"576,147",+141,629,1,"52,578",396,"3,318,995","300,275","11,053,183 ",North America,10,,57,2022-05-22
Bahrain,"580,797",+451,"1,480 ",,"574,805",+651,"4,512",4,"320,330",816,"9,811,591","5,411,438","1,813,121 ",Asia,249,,"2,489",2022-05-22
Estonia,"575,046",,"2,561 ",,"516,588",,"55,897",4,"432,945","1,928","3,357,306","2,527,677","1,328,218 ",Europe,,,"42,084",2022-05-22
Venezuela,"523,266",+28,"5,716 ",,"516,468",+36,"1,082",230,"18,500",202,"3,359,014","118,760","28,283,936 ",South America,1.0,,38,2022-05-22
Moldova,"517,753",,"11,503 ",,"504,142",,"2,108",49,"128,914","2,864","3,216,305","800,818","4,016,275 ",Europe,,,525 ,2022-05-22
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,866",232,"3,693,367","34,851","105,975,920 ",Africa,,,461,2022-05-22
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,216",912,"2,477,219","351,498"," 7,047,599 ",Africa,,,639,2022-05-22
Cyprus,"477,711",,"1,032 ",,"124,370",,"352,309",60,"390,305",843,"9,477,138","7,743,114","1,223,944 ",Asia,,,"287,847",2022-05-22
Ethiopia,"471,343",+116,"7,512 ",,"455,810",,"8,021",6,"3,917",62,"4,865,431","40,432","120,335,347 ",Africa,1.0,,67,2022-05-22
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,106",645,"4,030,048","1,193,063","3,377,900 ",Asia,,,"45,724",2022-05-22
Honduras,"424,771",,"10,896 ",,"132,401",,"281,474",105,"41,637","1,068","1,369,816","134,272","10,201,836 ",North America,,,"27,591",2022-05-22
Armenia,"422,917",,"8,623 ",,"412,071",,"2,223",,"142,219","2,900","3,078,174","1,035,135","2,973,693 ",Asia,,,748,2022-05-22
Réunion,"411,363",,770 ,,"403,795",,"6,798",10,"453,358",849,"1,603,660","1,767,374","907,369 ",Africa,,,"7,492",2022-05-22
Oman,"389,473",,"4,260 ",,"384,669",,544,2,"72,777",796,"25,000,000","4,671,488","5,351,614 ",Asia,,,102,2022-05-22
Bosnia and Herzegovina,"377,709",,"15,783 ",,,,,,"116,493","4,868","1,771,319","546,312","3,242,324 ",Europe,,,"52,341",2022-05-22
Qatar,"366,952",+101,677 ,,"365,254",+129,"1,021",,"130,690",241,"3,508,132","1,249,422","2,807,805 ",Asia,36,,364,2022-05-22
Kenya,"324,222",+47,"5,649 ",,"318,263",+18,310,,"5,789",101,"3,647,100","65,120","56,005,746 ",Africa,0.8,,6,2022-05-22
Zambia,"321,099",+154,"3,984 ",,"316,444",+181,671,1,"16,590",206,"3,465,805","179,064","19,355,090 ",Africa,8,,35,2022-05-22
North Macedonia,"311,113",,"9,296 ",,"301,275",,542,,"149,343","4,462","2,040,024","979,268","2,083,213 ",Europe,,,260,2022-05-22
Botswana,"306,614",,"2,692 ",,"303,619",,303,1,"125,599","1,103","2,026,898","830,285","2,441,207 ",Africa,,,124,2022-05-22
Albania,"275,838", +106,"3,497 ",,"272,091",+116,250,2,"96,048","1,218","1,822,442","634,584","2,871,868 ",Europe,37,,87,2022-05-22
Algeria,"265,851",+4,"6,875 ",,"178,381",,"80,595",6,"5,863",152,"230,861","5,091","45,345,014 ",Africa,0.09,,"1,777",2022-05-22
Nigeria,"255,937",+13,"3,143 ",,"249,996",+19,"2,798",11,"1,186",15,"5,152,011","23,877","215,777,439 ",Africa,0.06,,13,2022-05-22
Zimbabwe,"250,642",+173,"5,494 ",+5,"243,033",+127,"2,115", 12,"16,413",360,"2,305,149","150,948","15,271,171 ",Africa,11,0.3,138,2022-05-22
Luxembourg,"244,182",,"1,073 ",,"235,939",,"7,170",,"378,463","1,663","4,248,188","6,584,368","645,193 ",Europe,,,"11,113",2022-05-22
Uzbekistan,"238,910", +42,"1,637 ",,"237,130",+23,143,23,"6,948",48,"1,377,915","40,074","34,384,448 ",Asia,1,,4,2022-05-22
Montenegro,"236,688",+58,"2,719 ",,"233,297",+59,672,6,"376,762","4,328","2,469,577","3,931,095","628,216 ",Europe,92,,"1,070",2022-05-22
Mozambique,"225,563",+6,"2,201 ",,"223,279",,83,13,"6,855",67,"1,322,921","40,202","32,907,142 ",Africa,0.2,,3,2022-05-22
Laos,"209,699",+41,754 ,,,,,,"28,054",101,"1,232,128","164,838","7,474,767 ",Asia,5,,"26,929",2022-05-22
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,877",445,"1,907,195","283,501","6,727,287 ",Asia,,,237,2022-05-22
Iceland,"186,969",,153 ,,,,,,"541,277",443,"1,925,385","5,574,008","345,422 ",Europe,,,"321,725",2022-05-22
Afghanistan,"179,674",+5,"7,697 ",,"162,633",+29,"9,344","1,124","4,427",190,"957,258","23,588","40,582,247 ",Asia,0.1,,230,2022-05-22
Maldives,"179,560",,298 ,,"163,687",,"15,575",25,"321,501",534,"2,213,831","3,963,845","558,506 ",Asia,,,"27,887",2022-05-22
Namibia,"164,577","+2,356","4,031 ",,"153,662",,"6,884",,"62,631"," 1,534","1,022,171","388,995","2,627,723 ",Africa,897,,"2,620",2022-05-22
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,385",74,"2,612,795","53,910","48,465,516 ",Africa,,,"1,244",2022-05-22
El Salvador,"162,089",,"4,130  ",,"150,662",,"7,297",8,"24,754",631,"1,950,448","297,871","6,547,961 ",North America,,,"1,114",2022-05-22
Ghana,"161,325",,"1,445 ",,"159,826",,54,1,"4,995",45,"2,445,003","75,705","32,296,599 ",Africa,,,2,2022-05-22
Trinidad and Tobago,"157,880",+517,"3,890 ",,"144,803",+370,"9,187",18,"112,128","2,763","736,152","522,821","1,408,039 ",North America,367,,"6,525",2022-05-22
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,984","2,471","828,928","2,212,150","374,716 ",North America,,,"406,236",2022-05-22
Brunei ,"146,315",+271,221 ,,"144,387",+330,"1,707",,"328,514",496,"717,784","1,611,607","445,384 ",Asia,608,,"3,833",2022-05-22
Guadeloupe,"140,130",,854  ,,"2,250",,"137,026",19,"350,104","2,134","938,039","2,343,615","400,253 ",North America,,,"342,348",2022-05-22
Cambodia,"136,262",,"3,056 ",,"133,201",,5,,"7,943",178,"2,964,585","172,806","17,155,558 ",Asia,,,0.3,2022-05-22
Jamaica,"134,297",+393,"3,028 ",+7,"85,927",+148,"45,342",,"44,982","1,014","1,051,098","352,061","2,985,555 ",North America,132,2,"15,187",2022-05-22
Rwanda,"129,971",+15,"1,459 ",,"45,522",,"82,990",,"9,586",108," 5,381,779","396,949","13,557,875 ",Africa,1,,"6,121",2022-05-22
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,310",69,"1,751,774","63,031","27,792,352 ",Africa,,,2,2022-05-22
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,851",55,"1,499,795","43,104","34,794,535 ",Africa,,,4,2022-05-22
Malta,"93,985",+73,717 ,+1,"90,952",+167,"2,316",4,"211,791","1,616","1,912,699","4,310,191","443,762 ",Europe,165,2,"5,219 ",2022-05-22
DRC,"87,633",,"1,338 ",,"50,930",,"35,365",,925,14,"846,704","8,941","94,696,994 ",Africa,,,373,2022-05-22
Senegal,"86,067",+4,"1,966 ",,"84,082",+3,19,,"4,897",112,"1,086,859","61,837","17,576,236 ",Africa,0.2,,1,2022-05-22
Malawi,"85,929",+11,"2,638 ",+1,"82,799",+6,492,67,"4,283",131,"581,024","28,961","20,062,407 ",Africa,0.5,0.05,25,2022-05-22
French Guiana,"82,313",,397 ,,"11,254",,"70,662",1,"262,742","1,267","635,980","2,030,037","313,285 ",South America,,,"225,552",2022-05-22
Ivory Coast,"82,044",,799 ,,"81,213",,32,,"2,971",29,"1,513,880","54,830","27,610,458 ",Africa,,,1 ,2022-05-22
Suriname,"80,240",,"1,339 ",,"49,466",,"29,435",,"134,507","2,245","236,652","396,701","596,550 ",South America,,,"49,342",2022-05-22
Barbados,"78,732",+284,437 ,+1,"74,087",+502,"4,208",,"273,338","1,517","678,801","2,356,629","288,039 ",North America,986,3,"14,609",2022-05-22
Channel Islands,"75,767",,176 ,,"74,979",,612,,"428,336",995,"1,252,808","7,082,533","176,887 ",Europe,,,"3,460",2022-05-22
French Polynesia,"72,858",,649 ,,,,,7,"256,568","2,285",,,"283,972 ",Australia/Oceania,,,"136,313",2022-05-22
Eswatini,"72,125",+28,"1,404 ",,"70,196",+139,525,11,"60,977","1,187","1,024,269","865,947","1,182,831 ",Africa,24,,444 ,2022-05-22
Fiji,"64,880",+7,862 ,,"62,931",,"1,087",,"71,398",949,"520,908","573,243","908,703 ",Australia/Oceania,8,,"1,196",2022-05-22
Madagascar,"64,276",,"1,393 ",,"59,370",,"3,513",6,"2,214",48,"435,827","15,011","29,033,853 ",Africa,,,121,2022-05-22
Guyana,"64,228",+54,"1,231 ",,"62,455",+43,542,,"80,921","1,551","618,899","779,751","793,714 ",South America,68,,683,2022-05-22
Sudan,"62,211",,"4,937 ",,,,,,"1,359",108,"562,941","12,296","45,780,621 ",Africa,,,370,2022-05-22
New Caledonia,"61,514",,312 ,,"60,620",,582,9,"211,623","1,073","98,964","340,460","290,677 ",Australia/Oceania,,,"2,002",2022-05-22
Bhutan,"59,574",,21 ,,"59,509",,44,,"75,636",27,"2,303,734","2,924,857","787,640 ",Asia,,,56,2022-05-22
Mauritania,"59,003",+31,982 ,,"57,762",+7,259,,"12,090",201,"823,672","168,778","4,880,196 ",Africa,6,,53,2022-05-22
Belize,"58,419",,677 ,,"56,886",,856,6,"142,053","1,646","555,252","1,350,167","411,247 ",North America,,,"2,081",2022-05-22
Cabo Verde,"56,167",+11,401 ,,"55,663",,103,23,"98,993",707,"400,982","706,723","567,382 ",Africa,19,,182,2022-05-22
Syria,"55,878",+1,"3,150 ",,"52,591",+10,137,,"3,053",172,"146,269","7,992","18,302,627 ",Asia,0.05,,7,2022-05-22
 Gabon,"47,622",+14,304 ,,"47,303",+6,15,,"20,484",131,"1,595,381","686,243","2,324,806 ",Africa,6,,6,2022-05-22
Papua New Guinea,"44,394",,651 ,,"43,726",,17,7,"4,791",70,"249,149","26,886","9,266,779 ", Australia/Oceania,,,2,2022-05-22
Seychelles,"43,729",,167 ,,"43,040",,522,,"439,505","1,678",,,"99,496 ",Africa,,,"5,246",2022-05-22
Curaçao,"43,522",,276 ,,"42,622",, 624,3,"263,197","1,669","496,693","3,003,725","165,359 ",North America,,,"3,774",2022-05-22
Andorra,"42,572",,153 ,,"41,757",,662,14,"549,330","1,974","249,838","3,223,799","77,498 ",Europe,,,"8,542",2022-05-22
Burundi,"41,606",,38 ,,,,,,"3,313",3,"345,742","27,530","12,558,745 ",Africa,,,"3,248",2022-05-22
Mauritius,"37,955",,996 ,,"36,289",,670,,"29,751",781,"358,675","281,148","1,275,750 ",Africa,,,525,2022-05-22
Mayotte,"37,523",,187 ,,"2,964",,"34,372",,"131,553",656,"176,919","620,264","285,232 ",Africa,,,"120,505",2022-05-22
Togo,"37,044",+5,273 ,,"36,744",+4,27,,"4,285",32,"737,801","85,347","8,644,750 ",Africa,0.6,,3,2022-05-22
Guinea,"36,597",,442 ,,"36,113",,42,8,"2,651",32,"660,107","47,817","13,804,722 ",Africa,,,3,2022-05-22
Aruba,"36,316",,213 ,,"35,808",,295,,"337,443","1,979","177,885","1,652,884","107,621 ",North America,,,"2,741",2022-05-22
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,943,462 ",Africa,,,545,2022-05-22
Faeroe Islands,"34,658",,28 ,,,,,5,"704,245",569,"778,000","15,808,831","49,213 ",Europe,,,"547,355",2022-05-22
Bahamas,"34,212",+64,810 ,,"32,579",+12,823,,"85,459","2,023","235,192"," 587,489","400,334 ",North America,160,,"2,056",2022-05-22
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,136",321,"431,221","198,327","2,174,295 ",Africa,,,"3,706",2022-05-22
Mali,"31,054",+6,734 ,,"30,156",+12,164,,"1,454",34,"679,294","31,816","21,351,015 ",Africa,0.3,,8,2022-05-22
Haiti,"30,746",,835 ,,"29,651",,260,,"2,636",72,"132,422","11,352","11,664,819 ",North America,,,22,2022-05-22
Isle of Man,"28,416",,105 ,,"26,794",,"1,517",,"330,873","1,223","150,753","1,755,350","85,882 ",Europe,,,"17,664",2022-05-22
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,501","12,722,176 ",Africa,,,101,2022-05-22
Somalia,"26,521",,"1,350 ",,"13,182",,"11,989",,"1,585",81,"400,466","23,938","16,729,589 ",Africa,,,717,2022-05-22
Saint Lucia,"24,873",,368 ,,"23,651",,854,1,"134,295","1,987","143,281","773,610","185,211 ",North America,,,"4,611",2022-05-22
Cayman Islands,"24,477",,28 ,,"8,553",,"15,896",1,"364,360",417,"222,773","3,316,160","67,178 ",North America,,,"236,625",2022-05-22
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,170",67,"347,815","60,235","5,774,299 ",Africa,,,609,2022-05-22
Timor-Leste,"22,890",,131 ,,"22,748",,11,,"16,759",96,"265,125","194,114","1,365,822 ",Asia,,,8,2022-05-22
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,326","21,984,443 ",Africa,,,1,2022-05-22
