"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Saint Lucia,"23,361",+76,368 ,,"22,802",+37,191,1,"126,169","1,988","143,281","773,839","185,156 ",North America,410,,"1,032",2022-04-28
Timor-Leste,"22,863",+1,130 ,,"22,722",,11,,"16,760",95,"262,493","192,419","1,364,173 ",Asia,0.7,,8,2022-04-28
Cayman Islands,"22,223",,27 ,,"8,553",,"13,643",1,"331,054",402,"222,773","3,318,630","67,128 ",North America,,,"203,239",2022-04-28
Burkina Faso,"20,853",,382 ,,"20,439",,32,,950,17,"248,995","11,345","21,946,718 ",Africa,,,1,2022-04-28
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,732",33,,,"6,768,109 ",North America,,,"2,075",2022-04-28
Gibraltar,"17,706",,102 ,,"16,579",,"1,025",,"525,822","3,029","534,283","15,866,807","33,673 ",Europe,,,"30,440",2022-04-28
South Sudan,"17,456",+6,138 ,,"13,514",,"3,804",1,"1,527",12,"379,731","33,214","11,432,759 ",Africa,0.5,,333,2022-04-28
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,751",12,,,"9,927,692 ",Asia,,,,2022-04-28
Liechtenstein,"17,163",+30,84 ,,"16,948",+6,131,1,"447,804","2,192","102,174","2,665,849","38,327 ",Europe,783,,"3,418",2022-04-28
San Marino," 16,186",,114 ,,"15,702",,370,4,"475,206","3,347","149,271","4,382,461","34,061 ",Europe,,,"10,863",2022-04-28
Equatorial Guinea,"15,907",,183 ,,"15,698",,26,5,"10,698",123,"310,972","209,144","1,486,879 ",Africa,,,17,2022-04-28
Djibouti,"15,611",,189 ,,"15,411",,11,,"15,393",186,"303,924","299,678","1,014,167 ",Africa,,,11,2022-04-28
Solomon Islands,"14,786",,141 ,,"13,307",,"1,338",2,"20,606",197,"5,117","7,131","717,551 ",Australia/Oceania,,,"1,865",2022-04-28
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,940",23,"81,294","16,315","4,982,691 ",Africa,,,"1,541",2022-04-28
Grenada,"14,629",+110,220 ,,"14,029",+22,380,4,"128,921","1,939","149,943","1,321,398","113,473 ",North America,969,,"3,349",2022-04-28
Bermuda,"13,488",,131 ,,"12,981",,376,,"218,044","2,118","876,273","14,165,651","61,859 ",North America,,,"6,078",2022-04-28
Dominica,"12,033",,63 ,,"11,929",,41,,"166,404",871,"188,110","2,601,366","72,312 ",North America,,,567,2022-04-28
Gambia,"11,995",,365 ,,"11,591",,39,,"4,722",144," 155,686","61,287","2,540,260 ",Africa,,,15,2022-04-28
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,206",369,"164,926","2,896,030","56,949 ",North America,,,"161,355",2022-04-28
Yemen,"11,818",,"2,149 ",,"9,009",,660,23,381,69,"265,253","8,550","31,022,030 ",Asia,,,21,2022-04-28
Monaco,"11,736",+24,54 ,,"11,519",+17,163,4,"295,253","1,359","54,960","1,382,676","39,749 ",Europe,604,,"4,101 ",2022-04-28
Saint Martin,"10,462",+183,63 ,,"1,399",,"9,000",7,"262,423","1,580","112,382","2,818,923","39,867 ",North America,"4,590",,"225,751",2022-04-28
Tonga,"10,065",+115,11 ,,"8,836",+115,"1,218",,"93,301",102,"438,786","4,067,466","107,877 ",Australia/Oceania,"1,066",,"11,291",2022-04-28
Sint Maarten,"10,036",,86 ,,"9,878",,72,10,"229,326","1,965","62,056","1,418,002","43,763 ",North America,,,"1,645",2022-04-28
Eritrea,"9,734",,103 ,,"9,631",,0,,"2,677",28,"23,693","6,517","3,635,816 ",Africa,,,,2022-04-28
Caribbean Netherlands,"9,713",,34 ,,"9,590",,89,,"364,233","1,275","30,126","1,129,711","26,667 ",North America,,,"3,337",2022-04-28
Samoa,"8,995",+644,16 ,,"1,605",,"7,374",4,"44,792",80,"62,450","310,981","200,816 ",Australia/Oceania,"3,207",,"36,720",2022-04-28
Niger,"8,924",,309 ,,"8,518",,97,1,346,12,"249,920","9,686","25,801,341 ",Africa,,,4,2022-04-28
Guinea-Bissau,"8,190",+4,171 ,,"7,528",,491,6,"3,990",83,"133,722","65,145","2,052,687 ",Africa,2,,239,2022-04-28
Comoros,"8,100",,160 ,,"7,933",,7,,"8,967",177,,,"903,330 ",Africa,,,8,2022-04-28
Sierra Leone,"7,681",,125 ,,,,,,929,15,"259,958","31,425","8,272,367 ",Africa,,,331,2022-04-28
Antigua and Barbuda,"7,604",+33,136 ,+1,"7,434",+32,34,1,"76,494","1,368","18,901","190,139","99,406 ",North America,332,10,342,2022-04-28
Liberia,"7,434",,294 ,,"5,747",,"1,393",2,"1,410",56,"139,824","26,511","5,274,114  ",Africa,,,264,2022-04-28
Chad,"7,411",,193 ,,"4,874",,"2,344",,429,11,"191,341","11,070","17,283,865 ",Africa,,,136,2022-04-28
Vanuatu,"7,145",+76,13 ,,"6,625",+107,507,3,"22,313",41,"24,976","77,998","320,213 ",Australia/Oceania,237,,"1,583",2022-04-28
St. Vincent Grenadines,"6,784",+2,106 ,,"6,641",,37,,"60,798",950,"98,908","886,415","111,582 ",North America,18,,332,2022-04-28
 British Virgin Islands,"6,355",+59,62 ,,,,,1,"207,693","2,026","103,049","3,367,834","30,598 ",North America,"1,928",,"3,366",2022-04-28
Turks and Caicos,"5,963",,36 ,,"5,862",,65,4,"150,311",907,"488,787","12,321,015","39,671 ",North America,,,"1,638",2022-04-28
Sao Tome and Principe,"5,957",,73 ,,"5,880",,4,,"26,292",322,"29,036","128,155","226,570 ",Africa,,,18,2022-04-28
Saint Kitts and Nevis,"5,562",,43 ,,"5,518",,1,,"103,222",798,"65,141","1,208,912","53,884 ",North America,,,19,2022-04-28
Cook Islands,"4,990",+58,1 ,,"4,615",+121,374,,"283,636",57,"16,479","936,679","17,593 ",Australia/Oceania,"3,297",,"21,258",2022-04-28
St. Barth,"4,544",+112,6 ,,,,,,"457,511",604,"78,646","7,918,445","9,932 ",North America,"11,277",,"410,391",2022-04-28
Palau,"4,486",,6 ,,"3,913",,567,1,"245,795",329,"45,500","2,493,014","18,251  ",Australia/Oceania,,,"31,067",2022-04-28
Kiribati,"3,080",,13 ,,"2,599",,468,3,"25,084",106,,,"122,787 ",Australia/Oceania,,,"3,811",2022-04-28
Anguilla,"2,788",,9 ,,"2,766",,13,4,"182,856",590,"51,382","3,369,974","15,247 ",North America,,,853,2022-04-28
Saint Pierre Miquelon,"2,641",,1 ,,"2,449",,191,1,"459,944",174,"22,941","3,995,298","5,742 ",North America,,,"33,264",2022-04-28
Diamond Princess,712,,13 ,,699,,0,,,,,,,,,,,2022-04-28
Wallis and Futuna,454,,7 ,,438,,9,,"41,724",643,"20,508","1,884,753","10,881 ",Australia/Oceania,,,827,2022-04-28
Montserrat,216,+27,2 ,,175,+1,39,,"43,226",400,"9,908","1,982,790","4,997 ",North America,"5,403",,"7,805",2022-04-28
Falkland Islands,128,,,,,,,,"34,934",,"8,632","2,355,895","3,664 ",South America,,,"1,092",2022-04-28
Macao,82,,,,82,,0,,123,,"5,375","8,077","665,457 ",Asia,,,,2022-04-28
Vatican City,29,,,,29,,0,,"36,025",,,,805 ,Europe,,,,2022-04-28
Marshall Islands,17,,,,7,,10,,284,,,,"59,918 ",Australia/Oceania,,,167,2022-04-28
Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,077 ",Africa,,,,2022-04-28
MS Zaandam,9,,2 ,,7,,0,,,,,,,,,,,2022-04-28
Niue,8,,,,7,,1,,"4,860",,,,"1,646 ",Australia/Oceania,,,608,2022-04-28
Nauru,4,,,,3,,1,,365,,,,"10,948 ",Australia/Oceania,,,91,2022-04-28
Micronesia,3,,,,1,,2,,26,,,,"117,219 ",Australia/Oceania,,,17,2022-04-28
Saint Helena,2,,,,2,,0,,327,,,,"6,110 ",Africa,,,,2022-04-28
