"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Turkey,"15,051,761","+1,534","98,885 ",+7,"14,949,593","+1,673","3,283",975,"174,966","1,149","160,495,172","1,865,642","86,026,772 ",Asia, 18,0.08,38,2022-05-13
Spain,"12,127,122","+22,744","105,444 ",+107,"11,548,089","+8,575","473,589",339,"259,190","2,254","471,036,328","10,067,363","46,788,454 ",Europe,486,2,"10,122",2022-05-13
Vietnam,"10,693,141","+2,227","43,063 ",,"9,344,029","+9,065","1,306,049",333,"108,047",435,"85,809,483","867,049","98,967,331 ",Asia,23,,"13,197",2022-05-13
Argentina,"9,101,319",,"128,729 ",,"8,895,999",,"76,591",372,"197,997","2,800","35,716,069","776,993","45,967,042 ",South America,,,"1,666",2022-05-13
Japan,"8,260,356","+42,378","29,974 ",+39,"7,890,937","+26,178","339,445",159,"65,685",238,"50,175,204","398,987","125,756,541 ",Asia,337,0.3,"2,699",2022-05-13
Netherlands,"8,067,116","+1,273","22,292 ",,"7,984,457","+4,939","60,367",55,"468,872","1,296","21,107,399","1,226,791","17,205,377 ",Europe,74,,"3,509",2022-05-13
Iran,"7,227,428",+385,"141,209 ",+8,"7,016,677","+1,894","69,542",763,"84,048","1,642","51,622,353","600,315","85,992,158 ",Asia,4,0.09,809,2022-05-13
Australia,"6,501,329","+51,773","7,721 ",+51,"6,081,083",,"412,525",123,"249,570",296,"70,430,417","2,703,653","26,050,091 ",Australia/Oceania,"1,987",2,"15,836",2022-05-13
Colombia,"6,095,316",,"139,821 ",,"5,928,829",,"26,666",342,"117,463","2,694","34,675,581","668,233","51,891,469 ",South America,,,514,2022-05-13
Indonesia,"6,050,211",+335,"156,448 ",+10,"5,888,825",+254,"4,938","2,771","21,693",561,"97,115,043","348,204","278,902,419 ",Asia,1,0.04,18,2022-05-13
Poland,"6,002,863",+469,"116,186 ",+11,"5,335,086",+40,"551,591",981,"158,934","3,076","36,208,054","958,658","37,769,533 ",Europe,12,0.3,"14,604",2022-05-13
Mexico,"5,745,652",,"324,465 ",,"5,044,893",,"376,294","4,798","43,709","2,468","15,855,490","120,618","131,451,908 ",North America,,,"2,863",2022-05-13
Ukraine,"5,006,460",,"108,449 ",,,,,177,"115,769","2,508","19,521,252","451,408","43,245,267 ",Europe,,,"19,424",2022-05-13
Malaysia,"4,473,500","+3,029","35,607 ",+5,"4,409,159","+1,116","28,734",42,"135,000","1,075","59,212,377","1,786,888","33,137,151 ",Asia,91,0.2,867,2022-05-13
Thailand,"4,361,016","+7,779","29,370 ",+56,"4,255,785","+9,286","75,861","1,496","62,189",419,"17,270,775","246,283","70,125,689 ",Asia,111,0.8,"1,082",2022-05-13
Austria,"4,205,380","+4,555","18,296 ",+5,"4,124,821","+5,731","62,263",65,"462,030","2,010","184,874,698","20,311,513","9,101,966 ",Europe,500,0.5,"6,841",2022-05-13
Belgium,"4,116,397",,"31,613 ",,"3,935,161","+22,910","149,623",117,"352,328","2,706","33,846,023","2,896,927","11,683,424 ",Europe,,,"12,806",2022-05-13
Israel,"4,104,286","+2,254","10,749  ",,"4,077,746","+4,260","15,791",150,"440,091","1,153","41,373,364","4,436,346","9,326,000 ",Asia,242,,"1,693",2022-05-13
Portugal,"3,935,932",,"22,420 ",,,,,61,"388,104","2,211","41,810,659","4,122,759","10,141,427 ",Europe,,,"102,287 ",2022-05-13
Czechia,"3,915,231",+521,"40,240 ",,"3,869,237","+2,035","5,754",15,"364,346","3,745","55,312,880","5,147,334","10,745,927 ",Europe,48,,535,2022-05-13
South Africa,"3,879,434","+8,349","100,744 ",+114,"3,702,416","+5,685","76,274",192,"63,912","1,660","24,841,314","409,252","60,699,249 ",Africa,138,2,"1,257",2022-05-13
Canada,"3,819,771","+3,281","40,217 ",+56,"3,497,491","+2,255","282,063",423,"99,583","1,048","61,436,458","1,601,678","38,357,561 ",North America,86,1,"7,354",2022-05-13
Philippines,"3,687,748",+181,"60,455 ",+3,"3,624,171",+233,"3,122",289,"32,840",538,"29,806,193","265,432","112,293,283 ",Asia,2,0.03,28,2022-05-13
Switzerland,"3,631,881",,"13,882 ",,"3,540,271","+7,221","77,728",78,"414,016","1,582","20,927,607","2,385,639","8,772,327 ",Europe,,,"8,861",2022-05-13
Chile,"3,595,968","+4,871","57,697 ",+17,"3,461,120","+2,909","77,151",171,"185,155","2,971","37,581,991","1,935,085","19,421,364 ",South America,251,0.9,"3,972",2022-05-13
Peru,"3,571,516",+355,"213,013 ",+13,,,,248,"105,585","6,297","30,199,570","892,793","33,825,955 ",South America,10,0.4,"48,420",2022-05-13
Greece,"3,384,982","+4,388","29,521 ",+30,"3,299,132","+4,681","56,329",178,"327,736","2,858","81,097,651","7,851,913","10,328,394 ",Europe,425,3,"5,454",2022-05-13
Denmark,"2,975,820",+712,"6,278 ",+7,"2,958,933",+856,"10,609",12,"510,421","1,077","127,333,329","21,840,549","5,830,134 ",Europe,122,1,"1,820",2022-05-13
Romania,"2,902,270",+588,"65,599 ",+4,,,,150,"152,758","3,453","22,929,039","1,206,849","18,999,100 ",Europe,31,0.2,"12,106",2022-05-13
Sweden,"2,504,894",,"18,864 ",,"2,476,511",,"9,519",9,"245,184","1,846","18,553,837","1,816,088","10,216,378 ",Europe,,,932,2022-05-13
Iraq,"2,326,288",+126,"25,216 ",,"2,299,796",+128,"1,276",10,"55,519",602,"18,521,636","442,038","41,900,507 ",Asia,3,,30,2022-05-13
Serbia,"2,012,270",+445,"16,045 ",+3,"1,986,311",+697,"9,914",15,"232,044","1,850","9,586,620","1,105,477","8,671,933 ",Europe,51,0.3,"1,143",2022-05-13
Bangladesh,"1,952,957",+18,"29,127 ",,"1,898,630",+27,"25,200","1,273","11,643",174,"14,043,672","83,723","167,740,682 ",Asia,0.1,,150,2022-05-13
Hungary,"1,909,948",,"46,343 ",,"1,821,435",,"42,170",29,"198,648","4,820","11,394,556","1,185,113","9,614,740 ",Europe,,,"4,386",2022-05-13
Slovakia,"1,786,579",+251,"20,018 ",+7,"1,760,011",+917,"6,550",30,"326,939","3,663","7,123,790","1,303,635","5,464,560 ",Europe,46,1,"1,199",2022-05-13
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"163,039","1,352","16,670,254","1,604,220","10,391,503 ",Asia,,,118,2022-05-13
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,415","4,229","16,920,079","4,256,700","3,974,929 ",Asia,,,281,2022-05-13
Ireland,"1,535,451",+524,"7,203 ",+27,"1,497,973","+4,238","30,275",28,"304,631","1,429","12,144,747","2,409,500","5,040,359 ",Europe,104,5,"6,007",2022-05-13
Pakistan,"1,529,080",+93,"30,376 ",,"1,494,141",,"4,563",115,"6,681",133,"28,316,825","123,726","228,867,052 ",Asia,0.4,,20,2022-05-13
Norway,"1,429,630",+277,"3,061 ",,,,,20,"259,929",557,"11,002,430","2,000,414","5,500,076 ",Europe,50,,"243,200",2022-05-13
Kazakhstan,"1,305,631",+11,"13,661 ",,"1,291,411",+23,559,24,"68,022",712,"11,575,012","603,042","19,194,373 ",Asia,0.6,,29,2022-05-13
Singapore,"1,236,850","+4,291","1,362 ",+1,"1,158,385",,"77,103",6,"208,367",229,"23,767,171","4,003,965","5,935,909 ",Asia,723,0.2,"12,989",2022-05-13
Hong Kong,"1,207,963",+298,"9,359 ",+3,,,,5,"158,732","1,230","44,972,952","5,909,645","7,610,094 ",Asia,39,0.4,"155,763",2022-05-13
Morocco,"1,165,625",+73,"16,071 ",,"1,149,003",+39,551,293,"30,899",426,"11,237,010","297,873","37,724,142 ",Africa,2,,15,2022-05-13
Bulgaria,"1,161,351",+313,"37,043 ",+8,"1,014,280","+7,611","110,028",56,"169,511","5,407","9,921,119","1,448,084","6,851,202 ",Europe,46,1,"16,060",2022-05-13
Croatia,"1,130,562",+726,"15,920 ", +8,"1,110,059",+916,"4,583",17,"278,587","3,923","4,832,076","1,190,695","4,058,199 ",Europe,179,2,"1,129",2022-05-13
Cuba,"1,104,393",+77,"8,529 ",,"1,095,369",+98,495,23,"97,615",754,"12,920,253","1,141,995","11,313,760 ",North America,7,, 44,2022-05-13
Lebanon,"1,097,820",+20,"10,405 ",+1,"1,084,400",,"3,015",186,"162,193","1,537","4,795,578","708,502","6,768,615 ",Asia,3,0.1,445,2022-05-13
Finland,"1,069,740",,"4,284 ",,,,,21,"192,513",771," 10,832,080","1,949,364","5,556,726 ",Europe,,,"183,463",2022-05-13
Lithuania,"1,060,423",+144,"9,128 ",+1,"1,032,097",+508,"19,198",11,"399,904","3,442","9,954,903","3,754,172","2,651,691 ",Europe,54,0.4,"7,240",2022-05-13
Tunisia,"1,041,197",,"28,575 ",,,,,29,"86,416","2,372","4,592,916","381,199","12,048,599 ",Africa,,,"-1,173.08",2022-05-13
New Zealand,"1,030,733","+7,528",892 ,+29,"976,483","+7,404","53,358",,"206,060",178,"7,123,862","1,424,174","5,002,100 ",Australia/Oceania,"1,505",6,"10,667",2022-05-13
Slovenia,"1,018,900",+577,"6,619 ",+2,"1,002,588","+1,265","9,693",13,"489,981","3,183","2,656,102","1,277,298","2,079,469 ",Europe,277,1.0,"4,661",2022-05-13
Belarus,"982,867",,"6,978 ",,,,,,"104,078", 739,"13,220,483","1,399,949","9,443,543 ",Europe,,,"5,014",2022-05-13
Nepal,"978,989",+7,"11,952 ",,"966,873",+16,164,,"32,512",397,"5,665,922","188,167","30,111,215 ",Asia,0.2,,5,2022-05-13
Bolivia,"905,994",+174," 21,926 ",,"863,219",+206,"20,849",220,"75,694","1,832","2,705,422","226,034","11,969,119 ",South America,15,,"1,742",2022-05-13
Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,155","2,063","6,114,822","1,749,032","3,496,118 ",South America,,,827,2022-05-13
UAE,"901,809",+369,"2,302 ",,"885,537",+250,"13,970",,"89,177",228,"158,680,414","15,691,319","10,112,624 ",Asia,36,,"1,381",2022-05-13
Ecuador,"872,268",+269,"35,607 ",+1,,,,759,"48,082","1,963","2,470,170","136,163","18,141,230 ",South America,15,0.06,"21,651",2022-05-13
Costa Rica,"866,164",,"8,444 ",,"841,683",,"16,037",48,"167,193","1,630","4,401,922","849,689","5,180,626 ",North America,,,"3,096",2022-05-13
Guatemala,"851,877",+662,"17,792 ",+20,"831,794",+632,"2,291",5,"45,968",960,"4,543,522","245,175","18,531,763 ",North America,36,1,124,2022-05-13
Latvia,"825,699",+229,"5,798 ",+2,"816,253",+410,"3,648",6,"446,944","3,138","7,217,715","3,906,887","1,847,434 ",Europe,124,1,"1,975",2022-05-13
Panama,"803,223","+3,248","8,202 ",+3,"771,367","+1,004","23,654",16,"180,863","1,847","6,005,884","1,352,352","4,441,067 ",North America,731,0.7,"5,326",2022-05-13
Azerbaijan,"792,638",,"9,709 ",,"782,869",,60,,"76,887",942,"6,838,458","663,340","10,309,133 ",Asia,,,6,2022-05-13
Saudi Arabia,"758,361",+559,"9,111 ",+1,"743,309",+210,"5,941",60,"21,170",254,"42,099,496","1,175,240","35,822,040 ",Asia,16,0.03,166,2022-05-13
Sri Lanka,"663,655",+23,"16,511 ",+1,"646,156",+2,988,,"30,753",765,"6,486,117","300,558","21,580,218 ",Asia,1,0.05,46,2022-05-13
Paraguay,"649,718",,"18,872 ",,"624,673",,"6,173",2,"89,058","2,587","2,633,737","361,010","7,295,466 ",South America,,,846,2022-05-13
Taiwan,"635,870","+65,011","1,009 ",+41,"46,143",,"588,718",,"26,609",42,"15,820,952","662,049","23,896,938 ",Asia,"2,720",2,"24,636",2022-05-13
Kuwait,"632,074",,"2,555 ",,"629,114",, 405,3,"144,046",582,"8,071,763","1,839,503","4,388,014 ",Asia,,,92,2022-05-13
Myanmar,"613,116",+28,"19,434 ",,"592,073",+61,"1,609",,"11,130",353,"8,068,209","146,460","55,088,138 ",Asia,0.5,,29,2022-05-13
Palestine,"582,119",,"5,353 ",,"576,684",,82,17,"109,382","1,006","3,078,533","578,467","5,321,878 ",Asia,,,15,2022-05-13
Dominican Republic,"580,336",+135,"4,376 ",,"575,485",+183,475,1,"52,518",396,"3,304,458","299,040","11,050,213 ",North America,12,,43,2022-05-13
Bahrain,"576,395",+633,"1,479 ",,"569,221",+525,"5,695",4,"318,187",816,"9,775,981","5,396,634","1,811,496 ",Asia,349,,"3,144",2022-05-13
Estonia,"573,922",,"2,556 ",,"514,836",," 56,530",3,"432,107","1,924","3,345,340","2,518,713","1,328,194 ",Europe,,,"42,562",2022-05-13
Venezuela,"522,921",+31,"5,711 ",+1,"516,170",+72,"1,040",230,"18,487",202,"3,359,014","118,751","28,286,128 ",South America,1,0.04,37,2022-05-13
Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,715","2,860","3,216,305","800,767","4,016,530 ",Europe,,,337,2022-05-13
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,868",232,"3,693,367","34,868","105,923,104 ",Africa,,,461,2022-05-13
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,242",913,"2,477,219","351,626","7,045,045 ",Africa,,,639,2022-05-13
Cyprus,"477,711",,"1,032 ",,"124,370",,"352,309",60,"390,381",843,"9,477,138","7,744,633","1,223,704 ",Asia,,,"287,904",2022-05-13
Ethiopia,"470,899",+48,"7,510 ",,"455,755",+3,"7,634",6,"3,916",62,"4,832,669","40,186","120,257,307 ",Africa,0.4,,63,2022-05-13
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,165",645,"4,030,048","1,193,573","3,376,456 ",Asia,,,"45,743",2022-05-13
Honduras,"424,390",,"10,896 ",,"132,358",,"281,136",105,"41,617","1,068","1,365,056","133,861","10,197,528 ",North America,,,"27,569",2022-05-13
Armenia,"422,896",,"8,623 ",,"412,048",,"2,225",,"142,220","2,900","3,068,217","1,031,839","2,973,543 ",Asia,,,748,2022-05-13
Réunion,"405,980",,762 ,,"395,430",,"9,788",10,"447,512", 840,"1,603,660","1,767,715","907,194 ",Africa,,,"10,789",2022-05-13
Oman,"389,370",,"4,259 ",,"384,543",,568,3,"72,806",796,"25,000,000","4,674,598","5,348,054 ",Asia,,,106,2022-05-13
Bosnia and Herzegovina,"377,511",+36,"15,778 ",+3,,,,,"116,412","4,865","1,767,199","544,948","3,242,878 ",Europe,11,0.9,"52,273",2022-05-13
Qatar,"365,938",+123,677 ,,"364,214",+89,"1,047",2,"130,329",241,"3,481,344","1,239,881","2,807,805 ",Asia,44,,373,2022-05-13
Kenya,"323,975",+23,"5,649 ",,"318,120",+4,206,2,"5,788",101,"3,628,019","64,817","55,973,309 ",Africa,0.4,,4,2022-05-13
Zambia,"320,481",+69,"3,983 ",,"315,916",+97,582,,"16,570",206,"3,450,306","178,394","19,340,969 ",Africa,4,,30,2022-05-13
North Macedonia,"310,684",+89,"9,289 ",+2,"300,761",+87,634,,"149,137","4,459","2,034,606","976,666","2,083,215 ",Europe,43,1.0,304,2022-05-13
Botswana,"306,324",," 2,690 ",,"303,026",,608,1,"125,547","1,103","2,026,898","830,728","2,439,907 ",Africa,,,249,2022-05-13
Albania,"275,534",+49,"3,497 ",,"271,812",+31,225,2,"95,940","1,218","1,816,684","632,560","2,871,954 ",Europe,17,,78,2022-05-13
Algeria,"265,814",+6,"6,875 ",,"178,371",,"80,568",6,"5,865",152,"230,861","5,094","45,323,351 ",Africa,0.1,,"1,778",2022-05-13
Nigeria,"255,836",,"3,143 ",,"249,936",,"2,757",11,"1,186",15," 5,114,703","23,719","215,637,422 ",Africa,,,13,2022-05-13
Zimbabwe,"249,131",+188,"5,482 ",+1,"242,366",+62,"1,283",12,"16,320",359,"2,285,861","149,743","15,265,257 ",Africa,12,0.07,84,2022-05-13
Luxembourg,"244,182",+613," 1,073 ",,"235,939",+567,"7,170",,"378,627","1,664","4,248,188","6,587,206","644,915 ",Europe,951,,"11,118",2022-05-13
Uzbekistan,"238,778",+11,"1,637 ",,"236,913",+27,228,23,"6,947",48,"1,377,915","40,089","34,371,189 ",Asia,0.3,,7,2022-05-13
Montenegro,"236,153",+77,"2,718 ",,"232,811",+101,624,6,"375,912","4,327","2,464,394","3,922,857","628,214 ",Europe,123,,993,2022-05-13
Mozambique,"225,485",+15,"2,201 ",,"223,190",+2,94,13," 6,857",67,"1,319,240","40,119","32,883,124 ",Africa,0.5,,3,2022-05-13
Laos,"209,321",+78,754 ,+2,,,,,"28,014",101,"1,232,128","164,902","7,471,881 ",Asia,10,0.3,"26,888",2022-05-13
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,890",445,"1,907,195","283,625","6,724,343 ",Asia,,,237,2022-05-13
Iceland,"186,179",,120 ,,,,,,"539,084",347,"2,264,004","6,555,452","345,362 ",Europe,,,"319,589",2022-05-13
Maldives,"179,483",,298 ,,"163,687",,"15,498",25,"321,512",534,"2,213,831","3,965,691","558,246 ",Asia,,,"27,762",2022-05-13
Afghanistan,"179,203",+19,"7,686 ",,"162,135",+3,"9,382","1,124","4,418",190,"950,010","23,423","40,558,235 ",Asia,0.5,,231,2022-05-13
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,388",74,"2,612,795","53,955","48,425,857 ",Africa,,,"1,245",2022-05-13
El Salvador,"162,089",,"4,129  ",,"150,662",,"7,298",8,"24,757",631,"1,950,448","297,912","6,547,069 ",North America,,,"1,115",2022-05-13
Ghana,"161,280",,"1,445 ",,"159,788",,47,1,"4,996",45,"2,442,206","75,660","32,278,842 ",Africa,,,1 ,2022-05-13
Namibia,"159,503",,"4,028 ",,"153,662",,"1,813",,"60,729","1,534","1,015,142","386,505","2,626,464 ",Africa,,,690,2022-05-13
Trinidad and Tobago,"153,471",,"3,866 ",,"140,228",,"9,377",18,"109,006","2,746","722,629","513,261","1,407,916 ",North America,,,"6,660",2022-05-13
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,976","2,471","828,928","2,212,103","374,724 ",North America,,,"406,227",2022-05-13
Brunei ,"144,136",+270,220 ,+1,"142,318",+146,"1,598",,"323,705",494,"717,784","1,612,023","445,269 ",Asia,606,2,"3,589",2022-05-13
Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,105","2,134","938,039","2,343,627","400,251 ",North America,,,"342,350",2022-05-13
Cambodia,"136,262",,"3,056 ",,"133,189",+3,17,,"7,946",178,"2,959,910","172,597","17,149,235 ",Asia,,,1.0,2022-05-13
Jamaica,"131,980",+276,"2,995 ",+4,"84,883",+65,"44,102",,"44,211","1,003","1,031,235"," 345,449","2,985,203 ",North America,92,1,"14,774",2022-05-13
Rwanda,"129,895",+9,"1,459 ",,"45,522",,"82,914",,"9,587",108,"5,335,552","393,795","13,549,076 ",Africa,0.7,,"6,120",2022-05-13
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,313",69,"1,751,774","63,072","27,774,242 ",Africa,,,2,2022-05-13
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,853",55,"1,499,795","43,139","34,766,471 ",Africa,,,4,2022-05-13
Malta,"93,360",+111,713 ,,"89,807",+182,"2,840",4,"210,398","1,607","1,902,606","4,287,756","443,730 ",Europe,250,,"6,400",2022-05-13
DRC,"87,023",,"1,337 ",,"50,930",,"34,756",,920,14,"846,704","8,948","94,622,264 ",Africa,,,367,2022-05-13
Senegal,"86,032",+3,"1,966 ",,"84,050",+4,16,,"4,898",112,"1,079,261","61,447","17,564,139 ",Africa,0.2,,0.9,2022-05-13
Malawi,"85,866",+11,"2,636 ",+1,"82,678",+216,552,67,"4,283",131,"578,228","28,841","20,048,856 ",Africa,0.5,0.05,28,2022-05-13
Ivory Coast,"81,989",+4,799 ,,"81,168",+1,22,,"2,971",29,"1,509,861","54,720","27,592,557 ",Africa,0.1,,0.8,2022-05-13
French Guiana,"81,784",,397 ,,"11,254",,"70,133",1,"261,230","1,268","631,628","2,017,510","313,073 ",South America,,,"224,015",2022-05-13
Suriname,"80,008",,"1,337 ",,"49,455",,"29,216",,"134,150","2,242","236,268","396,152"," 596,407 ",South America,,,"48,987",2022-05-13
Barbados,"75,845",+407,432 ,,"71,452",+251,"3,961",,"263,324","1,500","667,921","2,318,937","288,029 ",North America,"1,413",,"13,752",2022-05-13
Channel Islands,"75,275",,173 ,,"74,574",,528,,"425,660",978,"1,252,808","7,084,295","176,843 ",Europe,,,"2,986",2022-05-13
French Polynesia,"72,821",+35,649 ,+1,,,,7,"256,477","2,286",,,"283,928 ",Australia/Oceania,123,4,"136,204",2022-05-13
Eswatini,"71,667",+84,"1,402 ",,"69,456",+62,809,11,"60,606","1,186","1,021,075","863,486","1,182,503 ",Africa,71,,684,2022-05-13
Fiji,"64,773",+9,862 ,,"62,875",,"1,036",,"71,295",949,"517,703","569,827","908,526 ",Australia/Oceania,10,,"1,140",2022-05-13
Madagascar,"64,236",,"1,393 ",,"59,370",,"3,473",14,"2,214",48,"430,995","14,855","29,014,340 ",Africa,,,120,2022-05-13
Guyana,"63,772",+36,"1,228 ",,"62,279",+19,265,,"80,357","1,547","609,376","767,853","793,610 ",South America,45,,334,2022-05-13
Sudan,"62,161",,"4,936 ",,,,,,"1,359",108,"562,941","12,304","45,752,574 ",Africa,,,369,2022-05-13
New Caledonia,"60,749",,312 ,,"60,231",,206,9,"209,045","1,074","98,964","340,548","290,602 ",Australia/Oceania,,,709,2022-05-13
Bhutan,"59,564",+12,21 ,,"59,462",+65,81,,"75,646",27,"2,303,563","2,925,501","787,408 ",Asia,15,,103,2022-05-13
Mauritania,"58,822",+17,982 ,,"57,708",+2,132,,"12,061",201,"814,961","167,108","4,876,845 ",Africa,3,,27,2022-05-13
Belize,"57,896",+60,676 ,,"56,761",+11,459,6,"140,849","1,645","549,217","1,336,135","411,049 ",North America,146,,"1,117",2022-05-13
Cabo Verde,"56,105",+6,401 ,,"55,613",+9,91,23,"98,913",707,"400,982","706,929","567,217 ",Africa,11,,160,2022-05-13
Syria,"55,868",+1,"3,150 ",,"52,447",+52,271,,"3,054",172,"146,269","7,997","18,290,978 ",Asia,0.05,,15,2022-05-13
Gabon,"47,608",,304 ,,"47,297",,7,,"20,491",131,"1,594,523","686,298","2,323,367 ",Africa,,,3,2022-05-13
Papua New Guinea,"43,876",,651 ,,"43,200",,25,7,"4,737",70,"249,149","26,900","9,262,141 ",Australia/Oceania,,,3,2022-05-13
Seychelles,"43,235",,167 ,,"42,553",,515,,"434,614","1,679",,,"99,479 ",Africa,,,"5,177",2022-05-13
Curaçao,"43,017",+450,275 ,,"42,203",+298,539,3,"260,171","1,663","496,693","3,004,052","165,341 ",North America,"2,722",,"3,260",2022-05-13
Andorra,"42,156",,153 ,,"41,021",,982,14,"543,983","1,974","249,838","3,223,924","77,495 ",Europe,,,"12,672",2022-05-13
Burundi,"41,235",+19,38 ,,,,,,"3,286",3,"345,742","27,551","12,549,027 ", Africa,2,,"3,221",2022-05-13
Mauritius,"37,843",+6,996 ,,"36,183",+24,664,,"29,665",781,"358,675","281,161","1,275,693 ",Africa,5,,521,2022-05-13
Mayotte,"37,363",,187 ,,"2,964",," 34,212",,"131,074",656,"176,919","620,655","285,052 ",Africa,,,"120,020",2022-05-13
Togo,"37,017",+4,273 ,,"36,722",+3,22,,"4,285",32,"734,914","85,065","8,639,434 ",Africa,0.5,,3,2022-05-13
Guinea,"36,459",,440 ,,"35,976",,43,8,"2,643",32,"660,107","47,851","13,794,954 ",Africa,,,3,2022-05-13
Aruba,"35,693",+504,213 ,+1,"35,199",+425,281,,"331,692","1,979","177,885","1,653,068","107,609 ",North America,"4,684",9,"2,611",2022-05-13
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,896,789 ",Africa,,,546,2022-05-13
Faeroe Islands,"34,658",,28 ,,"7,693",,"26,937", 5,"704,316",569,"778,000","15,810,437","49,208 ",Europe,,,"547,411",2022-05-13
Bahamas,"33,830",,800 ,,"32,458",,572,,"84,526","1,999","229,817","574,209","400,232 ",North America,,,"1,429",2022-05-13
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,139",321,"431,221","198,369","2,173,831 ",Africa,,,"3,707",2022-05-13
Mali,"30,991",+13,733 ,,"30,069",+20,189,,"1,453",34,"674,091","31,596","21,335,013 ",Africa,0.6,,9,2022-05-13
Haiti,"30,713",,835 ,,"29,605",,273,,"2,634",72,"132,422","11,356","11,661,022 ",North America,,,23,2022-05-13
Isle of Man,"28,416",,87 ,,"26,794",,"1,535",,"330,919"," 1,013","150,753","1,755,596","85,870 ",Europe,,,"17,876",2022-05-13
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,120",13,"604,310","47,533","12,713,470 ",Africa,,,101,2022-05-13
Somalia,"26,518",,"1,350  ",,"13,182",,"11,986",,"1,586",81,"400,466","23,955","16,717,427 ",Africa,,,717,2022-05-13
Saint Lucia,"24,164",+186,368 ,,"23,207",+63,589,1,"130,484","1,987","143,281","773,706","185,188 ",North America,"1,004",," 3,181",2022-05-13
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,173",67,"347,815","60,274","5,770,577 ",Africa,,,609,2022-05-13
Cayman Islands,"23,578",,28 ,,"8,553",,"14,997",1,"351,088",417,"222,773"," 3,317,197","67,157 ",North America,,,"223,313",2022-05-13
Timor-Leste,"22,888",+2,131 ,+1,"22,746",+16,11,,"16,766",96,"264,650","193,864","1,365,135 ",Asia,1,0.7,8,2022-05-13
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,334","21,968,724 ",Africa,,,1,2022-05-13
